osmid,name,start_lat,start_lon,end_lat,end_lon,slope_percentage,abs_slope_percentage,length,geometry
11719997,Hampton Street,40.4754367,-79.9245416,40.4751244,-79.9236584,0.9362178978909258,0.9362178978909258,82.382,"LINESTRING (-79.9245416 40.4754367, -79.9236584 40.4751244)"
559359136,North Negley Avenue,40.4763388,-79.9241238,40.4772441,-79.9237436,1.6026709981090914,1.6026709981090914,105.677,"LINESTRING (-79.9241238 40.4763388, -79.9237757 40.4771678, -79.9237436 40.4772441)"
329776219,Bryant Street,40.4772441,-79.9237436,40.4768012,-79.9226116,-0.0123847222200297,0.0123847222200297,107.67,"LINESTRING (-79.9237436 40.4772441, -79.9236365 40.4772022, -79.9235994 40.4771877, -79.9226116 40.4768012)"
559359136,North Negley Avenue,40.4772441,-79.9237436,40.4763388,-79.9241238,-1.6026709981090914,1.6026709981090914,105.677,"LINESTRING (-79.9237436 40.4772441, -79.9237757 40.4771678, -79.9241238 40.4763388)"
11709500,Elgin Street,40.4779901,-79.9232925,40.4784759,-79.9245459,-0.0071950802927094,0.0071950802927094,118.983,"LINESTRING (-79.9232925 40.4779901, -79.9233715 40.4780205, -79.9239225 40.4782228, -79.9242388 40.4783394, -79.9244075 40.4784113, -79.9245459 40.4784759)"
625851680,North Negley Avenue,40.4779901,-79.9232925,40.4787153,-79.9228433,-1.542673730575751,1.542673730575751,89.141,"LINESTRING (-79.9232925 40.4779901, -79.9232639 40.4780358, -79.9230817 40.4783226, -79.9228584 40.4786924, -79.9228433 40.4787153)"
625851680,North Negley Avenue,40.4787153,-79.9228433,40.4779901,-79.9232925,1.542673730575751,1.542673730575751,89.141,"LINESTRING (-79.9228433 40.4787153, -79.9228584 40.4786924, -79.9230817 40.4783226, -79.9232639 40.4780358, -79.9232925 40.4779901)"
11699930,Mellon Terrace,40.4794189,-79.9224138,40.479108,-79.9213168,1.4017055506333456,1.4017055506333456,99.015,"LINESTRING (-79.9224138 40.4794189, -79.9223501 40.4794478, -79.9222903 40.4794498, -79.9222509 40.4794446, -79.9222087 40.4794342, -79.9213168 40.479108)"
11841069,Laird Street,40.4817138,-80.0269733,40.4825129,-80.0270364,0.9561498626979033,0.9561498626979033,89.016,"LINESTRING (-80.0269733 40.4817138, -80.0270364 40.4825129)"
405680702,Davis Avenue,40.4817084,-80.0339443,40.4815388,-80.0348649,0.5558522031362421,0.5558522031362421,80.113,"LINESTRING (-80.0339443 40.4817084, -80.0347454 40.4815624, -80.0348649 40.4815388)"
405681460,Brighton Road,40.4817084,-80.0339443,40.4821027,-80.0346352,1.8643260544356683,1.8643260544356683,73.053,"LINESTRING (-80.0339443 40.4817084, -80.034553 40.4820558, -80.0346352 40.4821027)"
54365549,Davis Avenue,40.4812769,-80.0360128,40.4809607,-80.0373265,-0.0121387580557137,0.0121387580557137,116.539,"LINESTRING (-80.0360128 40.4812769, -80.0373265 40.4809607)"
54365549,Davis Avenue,40.4812769,-80.0360128,40.4815388,-80.0348649,0.0251912626735923,0.0251912626735923,101.359,"LINESTRING (-80.0360128 40.4812769, -80.035049 40.4815023, -80.0348649 40.4815388)"
54365549,Davis Avenue,40.4809607,-80.0373265,40.4804911,-80.0393119,0.1523781359135194,0.1523781359135194,175.852,"LINESTRING (-80.0373265 40.4809607, -80.0393119 40.4804911)"
54365549,Davis Avenue,40.4809607,-80.0373265,40.4812769,-80.0360128,0.0121387580557137,0.0121387580557137,116.539,"LINESTRING (-80.0373265 40.4809607, -80.0360128 40.4812769)"
11835092,Fleming Avenue,40.4804911,-80.0393119,40.4809251,-80.0394469,1.476154948344171,1.476154948344171,49.591,"LINESTRING (-80.0393119 40.4804911, -80.0394469 40.4809251)"
54365549,Davis Avenue,40.4804911,-80.0393119,40.4803666,-80.0398352,-0.6140785499958579,0.6140785499958579,46.374,"LINESTRING (-80.0393119 40.4804911, -80.0398352 40.4803666)"
54365549,Davis Avenue,40.4804911,-80.0393119,40.4809607,-80.0373265,-0.1523781359135194,0.1523781359135194,175.852,"LINESTRING (-80.0393119 40.4804911, -80.0373265 40.4809607)"
11688846,Kalorama Way,40.4803666,-80.0398352,40.4812827,-80.0401471,-0.6301361030428544,0.6301361030428544,105.226,"LINESTRING (-80.0398352 40.4803666, -80.0401471 40.4812827)"
54365549,Davis Avenue,40.4803666,-80.0398352,40.4804911,-80.0393119,0.6140785499958579,0.6140785499958579,46.374,"LINESTRING (-80.0398352 40.4803666, -80.0393119 40.4804911)"
11853941,Massachusetts Avenue,40.4802409,-80.0403622,40.4805561,-80.0404609,0.7496387928223608,0.7496387928223608,36.029,"LINESTRING (-80.0403622 40.4802409, -80.0404609 40.4805561)"
405680701,California Avenue,40.4800726,-80.0410674,40.4805116,-80.0412091,-0.8617698553553729,0.8617698553553729,50.264,"LINESTRING (-80.0410674 40.4800726, -80.0412091 40.4805116)"
11697669,Mexico Street,40.4799007,-80.0418039,40.4803767,-80.0419522,-1.9614129671182896,1.9614129671182896,54.395,"LINESTRING (-80.0418039 40.4799007, -80.0419522 40.4803767)"
11953158,Knott Street,40.4596963,-80.0295215,40.4601993,-80.0296921,0.6679708458514162,0.6679708458514162,57.763,"LINESTRING (-80.0295215 40.4596963, -80.0296921 40.4601993)"
55177141,Chateau Street,40.4595786,-80.0301468,40.4601367,-80.0303262,-0.0259124699681996,0.0259124699681996,63.887,"LINESTRING (-80.0301468 40.4595786, -80.0303262 40.4601367)"
11738114,Ewart Drive,40.4489573,-79.9615662,40.4487409,-79.9615429,1.17798119423495,1.17798119423495,24.143,"LINESTRING (-79.9615662 40.4489573, -79.9615429 40.4487409)"
1204490155,"['Iowa Street', 'Ewart Drive']",40.4489573,-79.9615662,40.4486166,-79.9589097,1.9060614581054531,1.9060614581054531,227.958,"LINESTRING (-79.9615662 40.4489573, -79.9595797 40.4485877, -79.9592819 40.4485574, -79.9591189 40.4485664, -79.9589587 40.4485944, -79.9589097 40.4486166)"
11722219,Ossipee Street,40.4504386,-79.9638523,40.4512406,-79.9635984,1.3979287026741878,1.3979287026741878,91.73,"LINESTRING (-79.9638523 40.4504386, -79.9638095 40.4507106, -79.9635984 40.4512406)"
11853648,Escolta Street,40.4484976,-80.0800326,40.4487241,-80.0797349,1.314910681547612,1.314910681547612,35.622,"LINESTRING (-80.0800326 40.4484976, -80.0799673 40.4485473, -80.0797349 40.4487241)"
415161285,North Canal Street,40.4539394,-79.9978399,40.4509729,-79.9998648,-0.7084347719011809,0.7084347719011809,371.703,"LINESTRING (-79.9978399 40.4539394, -79.9977393 40.4535947, -79.9975772 40.4527323, -79.9975692 40.4524608, -79.997604 40.4521486, -79.9976684 40.4519485, -79.9977569 40.4517424, -79.997883 40.4515628, -79.9980439 40.451424, -79.9982612 40.4512995, -79.9983013 40.4512874, -79.9985052 40.451226, -79.9992536 40.4510852, -79.9998648 40.4509729)"
54338620,East Ohio Street,40.4539394,-79.9978399,40.4540865,-79.9968141,-0.2484273075406588,0.2484273075406588,88.322,"LINESTRING (-79.9978399 40.4539394, -79.9976945 40.4539567, -79.9968721 40.4540787, -79.9968141 40.4540865)"
11854659,Merrick Avenue,40.3916597,-80.0131257,40.3921616,-80.0131524,0.7813674769715118,0.7813674769715118,55.855,"LINESTRING (-80.0131257 40.3916597, -80.0131524 40.3921616)"
11826192,Breining Street,40.3922868,-80.0108954,40.3918582,-80.010786,-0.1136972168109916,0.1136972168109916,48.55,"LINESTRING (-80.0108954 40.3922868, -80.010856 40.3921514, -80.0108473 40.3921156, -80.0108145 40.3919636, -80.010786 40.3918582)"
54933314,Brookline Boulevard,40.3922868,-80.0108954,40.3923386,-80.0098546,-0.5665203267985361,0.5665203267985361,88.332,"LINESTRING (-80.0108954 40.3922868, -80.0107529 40.3923008, -80.0107069 40.3923052, -80.0100185 40.3923309, -80.0098546 40.3923386)"
572180041,Penn Avenue,40.466179,-79.9519387,40.4659054,-79.9495476,-1.06463085902612,1.06463085902612,204.553,"LINESTRING (-79.9519387 40.466179, -79.9516355 40.4661765, -79.9514316 40.4661595, -79.9495976 40.4659121, -79.9495476 40.4659054)"
11652289,,40.4671722,-79.9514776,40.4672867,-79.9513792,-0.1343281797584813,0.1343281797584813,15.212,"LINESTRING (-79.9514776 40.4671722, -79.9513792 40.4672867)"
11652289,,40.4671722,-79.9514776,40.4667171,-79.9516603,-0.1288801489081874,0.1288801489081874,52.912,"LINESTRING (-79.9514776 40.4671722, -79.9514593 40.4670913, -79.951459 40.4669575, -79.9515005 40.4668801, -79.951619 40.466766, -79.9516603 40.4667171)"
109353799,,40.4671722,-79.9514776,40.4681813,-79.9521959,-0.6503168787738861,0.6503168787738861,127.604,"LINESTRING (-79.9514776 40.4671722, -79.9515341 40.467302, -79.9516056 40.4678313, -79.9516163 40.4680292, -79.9516861 40.4680966, -79.9517773 40.468121, -79.9519382 40.4681313, -79.9521233 40.4681884, -79.9521959 40.4681813)"
11652314,,40.4529499,-79.9443426,40.4524748,-79.9441053,0.0,0.0,56.516,"LINESTRING (-79.9443426 40.4529499, -79.9443165 40.4528977, -79.9441053 40.4524748)"
11819344,Wallingford Street,40.4529499,-79.9443426,40.4530873,-79.9438958,-1.9559614636956613,1.9559614636956613,40.775,"LINESTRING (-79.9443426 40.4529499, -79.9439627 40.4530657, -79.9438958 40.4530873)"
11652314,,40.4524748,-79.9441053,40.4529499,-79.9443426,0.0,0.0,56.516,"LINESTRING (-79.9441053 40.4524748, -79.9443165 40.4528977, -79.9443426 40.4529499)"
625866866,Webster Avenue,40.4549185,-79.9619207,40.4540574,-79.9631781,-1.7078780434286405,1.7078780434286405,143.132,"LINESTRING (-79.9619207 40.4549185, -79.962384 40.4546045, -79.9631781 40.4540574)"
11818832,Bethoven Street,40.4576198,-79.9625842,40.4570519,-79.963899,1.2090678817418672,1.2090678817418672,127.915,"LINESTRING (-79.9625842 40.4576198, -79.9634915 40.4572279, -79.963899 40.4570519)"
30677815,Ridgway Street,40.4562654,-79.9632063,40.4559834,-79.9642723,-1.598309546236666,1.598309546236666,95.488,"LINESTRING (-79.9632063 40.4562654, -79.963535 40.4561703, -79.9636057 40.4561524, -79.9642723 40.4559834)"
11955730,Shadeland Avenue,40.4729724,-80.0313225,40.4732469,-80.0314093,-1.4135950819294891,1.4135950819294891,31.394,"LINESTRING (-80.0313225 40.4729724, -80.0314093 40.4732469)"
11955730,Shadeland Avenue,40.4729724,-80.0313225,40.4727595,-80.0312552,1.1577131613171656,1.1577131613171656,24.348,"LINESTRING (-80.0313225 40.4729724, -80.0312552 40.4727595)"
11652471,Bland Street,40.4729505,-80.0318682,40.4727507,-80.031868,1.0323858624410034,1.0323858624410034,22.217,"LINESTRING (-80.0318682 40.4729505, -80.031868 40.4727507)"
11652471,Bland Street,40.4722568,-80.0316874,40.4727507,-80.031868,-0.1587370981739662,0.1587370981739662,57.004,"LINESTRING (-80.0316874 40.4722568, -80.0316922 40.472378, -80.0316922 40.472467, -80.0317016 40.4725776, -80.0317462 40.4726616, -80.0317727 40.4727067, -80.031868 40.4727507)"
11955730,Shadeland Avenue,40.4727595,-80.0312552,40.4729724,-80.0313225,-1.1577131613171656,1.1577131613171656,24.348,"LINESTRING (-80.0312552 40.4727595, -80.0313225 40.4729724)"
165352969,,40.4143628,-79.9295456,40.413107,-79.9283258,1.3528101033453044,1.3528101033453044,173.677,"LINESTRING (-79.9295456 40.4143628, -79.9283258 40.413107)"
165352969,,40.4143628,-79.9295456,40.4169236,-79.9324804,-1.471134432188731,1.471134432188731,377.907,"LINESTRING (-79.9295456 40.4143628, -79.9295893 40.4146891, -79.9293712 40.4158495, -79.9293645 40.4158852, -79.9292862 40.4161309, -79.9291309 40.4163173, -79.9286851 40.4166194, -79.9284531 40.4168573, -79.9283461 40.4171329, -79.9283834 40.4173588, -79.9285794 40.4175555, -79.9289525 40.417709, -79.9295759 40.4177399, -79.9299954 40.4176416, -79.9318944 40.4169537, -79.9322098 40.4168987, -79.9324804 40.4169236)"
165352969,,40.4169236,-79.9324804,40.4143628,-79.9295456,1.471134432188731,1.471134432188731,377.907,"LINESTRING (-79.9324804 40.4169236, -79.9322098 40.4168987, -79.9318944 40.4169537, -79.9299954 40.4176416, -79.9295759 40.4177399, -79.9289525 40.417709, -79.9285794 40.4175555, -79.9283834 40.4173588, -79.9283461 40.4171329, -79.9284531 40.4168573, -79.9286851 40.4166194, -79.9291309 40.4163173, -79.9292862 40.4161309, -79.9293645 40.4158852, -79.9293712 40.4158495, -79.9295893 40.4146891, -79.9295456 40.4143628)"
207233584,,40.4184435,-79.932882,40.4185863,-79.9327913,-1.2775365819358258,1.2775365819358258,17.638,"LINESTRING (-79.932882 40.4184435, -79.9327913 40.4185863)"
11960141,Swan Way,40.4809488,-79.9287303,40.4823885,-79.928275,0.994433191161295,0.994433191161295,164.654,"LINESTRING (-79.9287303 40.4809488, -79.928275 40.4823885)"
11960141,Swan Way,40.4823885,-79.928275,40.4809488,-79.9287303,-0.994433191161295,0.994433191161295,164.654,"LINESTRING (-79.928275 40.4823885, -79.9287303 40.4809488)"
11960141,Swan Way,40.4823885,-79.928275,40.4846016,-79.9274997,1.6414984845549905,1.6414984845549905,254.672,"LINESTRING (-79.928275 40.4823885, -79.9282561 40.4824469, -79.9275862 40.4845178, -79.9275375 40.4845649, -79.9274997 40.4846016)"
11960141,Swan Way,40.4846016,-79.9274997,40.4856643,-79.9261746,0.3956552735607179,0.3956552735607179,162.857,"LINESTRING (-79.9274997 40.4846016, -79.9274368 40.4846504, -79.926227 40.48562, -79.9261746 40.4856643)"
11960141,Swan Way,40.4846016,-79.9274997,40.4823885,-79.928275,-1.6414984845549905,1.6414984845549905,254.672,"LINESTRING (-79.9274997 40.4846016, -79.9275375 40.4845649, -79.9275862 40.4845178, -79.9282561 40.4824469, -79.928275 40.4823885)"
11960141,Swan Way,40.4856643,-79.9261746,40.4866742,-79.9249248,0.3335710972579818,0.3335710972579818,154.215,"LINESTRING (-79.9261746 40.4856643, -79.9261246 40.4857024, -79.9249248 40.4866742)"
11960141,Swan Way,40.4856643,-79.9261746,40.4846016,-79.9274997,-0.3956552735607179,0.3956552735607179,162.857,"LINESTRING (-79.9261746 40.4856643, -79.926227 40.48562, -79.9274368 40.4846504, -79.9274997 40.4846016)"
625851624,Greenwood Street,40.4856643,-79.9261746,40.4859187,-79.926532,1.3952556473832831,1.3952556473832831,41.398,"LINESTRING (-79.9261746 40.4856643, -79.9264398 40.4858559, -79.9264707 40.4858783, -79.926532 40.4859187)"
625851624,Greenwood Street,40.4856643,-79.9261746,40.4854048,-79.9258221,-1.9331768273958887,1.9331768273958887,41.489,"LINESTRING (-79.9261746 40.4856643, -79.9258943 40.485458, -79.9258734 40.4854426, -79.9258221 40.4854048)"
804205168,Gael Way,40.4875975,-79.9241735,40.4874303,-79.9235392,-1.4944302059439123,1.4944302059439123,56.773,"LINESTRING (-79.9241735 40.4875975, -79.9236058 40.4874682, -79.9235392 40.4874303)"
11652765,Prose Way,40.4856991,-79.9248067,40.4854269,-79.925134,-0.3480026529707183,0.3480026529707183,41.016,"LINESTRING (-79.9248067 40.4856991, -79.9248524 40.4856611, -79.925134 40.4854269)"
11652765,Prose Way,40.4854269,-79.925134,40.4851571,-79.9254629,0.4105129702267727,0.4105129702267727,40.911,"LINESTRING (-79.925134 40.4854269, -79.9254196 40.4851927, -79.9254629 40.4851571)"
11652765,Prose Way,40.4854269,-79.925134,40.4856991,-79.9248067,0.3480026529707183,0.3480026529707183,41.016,"LINESTRING (-79.925134 40.4854269, -79.9248524 40.4856611, -79.9248067 40.4856991)"
11745852,Verse Way,40.4854269,-79.925134,40.4847812,-79.9242301,-1.612022529160791,1.612022529160791,104.875,"LINESTRING (-79.925134 40.4854269, -79.9242677 40.4848081, -79.9242301 40.4847812)"
11652765,Prose Way,40.4851571,-79.9254629,40.4854269,-79.925134,-0.4105129702267727,0.4105129702267727,40.911,"LINESTRING (-79.9254629 40.4851571, -79.9254196 40.4851927, -79.925134 40.4854269)"
625851625,Greenwood Street,40.4851571,-79.9254629,40.4844929,-79.9245422,-1.6240410692747471,1.6240410692747471,107.321,"LINESTRING (-79.9254629 40.4851571, -79.9245906 40.4845279, -79.9245787 40.4845193, -79.9245422 40.4844929)"
11753534,Fairlawn Street,40.4523017,-79.8716644,40.4512728,-79.8713219,-0.3050189585834004,0.3050189585834004,118.022,"LINESTRING (-79.8716644 40.4523017, -79.8716 40.4518912, -79.8714885 40.4515302, -79.8713219 40.4512728)"
11652864,Lock Way East,40.4844333,-79.907759,40.4843059,-79.9042844,0.1855260492145702,0.1855260492145702,294.199,"LINESTRING (-79.907759 40.4844333, -79.9075222 40.4844866, -79.9072987 40.4845198, -79.9070847 40.4845342, -79.9067911 40.4845169, -79.9061263 40.4844232, -79.905274 40.4842835, -79.9050373 40.4842489, -79.9049464 40.4842561, -79.9049013 40.4842787, -79.9048687 40.4843901, -79.9042844 40.4843059)"
24722798,Mazeroski Way,40.4476767,-80.0076521,40.4466367,-80.007329,0.4272622450216475,0.4272622450216475,118.831,"LINESTRING (-80.0076521 40.4476767, -80.0076212 40.4475772, -80.0074958 40.4471737, -80.0073575 40.4467193, -80.007329 40.4466367)"
55177242,Mazeroski Way,40.4476767,-80.0076521,40.4482234,-80.0078291,1.1462123326276334,1.1462123326276334,62.608,"LINESTRING (-80.0076521 40.4476767, -80.0076784 40.4477578, -80.0078162 40.4481835, -80.0078291 40.4482234)"
153284389,West General Robinson Street,40.4476767,-80.0076521,40.4475311,-80.0085911,-0.2047917112153501,0.2047917112153501,81.09,"LINESTRING (-80.0076521 40.4476767, -80.0077618 40.4476597, -80.0085911 40.4475311)"
26321032,Semple Street,40.4368354,-79.9546421,40.4367865,-79.9545833,-1.4560878006939897,1.4560878006939897,7.371,"LINESTRING (-79.9546421 40.4368354, -79.9545833 40.4367865)"
11712354,Four Mile Run Road,40.427734,-79.9491015,40.4275119,-79.9468513,1.9644724686141717,1.9644724686141717,192.062,"LINESTRING (-79.9491015 40.427734, -79.9489968 40.4277163, -79.9489751 40.4277143, -79.9481727 40.4276388, -79.9472652 40.4275432, -79.9472405 40.4275402, -79.9468513 40.4275119)"
265759816,Boundary Street,40.427734,-79.9491015,40.4282209,-79.9492515,0.0767754149170173,0.0767754149170173,55.61,"LINESTRING (-79.9491015 40.427734, -79.9491098 40.4277606, -79.9491196 40.4277924, -79.9491881 40.4280128, -79.9492515 40.4282209)"
299972169,Boundary Street,40.4282209,-79.9492515,40.4289919,-79.9494961,0.2384504837886839,0.2384504837886839,88.196,"LINESTRING (-79.9492515 40.4282209, -79.9493379 40.4287377, -79.9493962 40.4288788, -79.9494961 40.4289919)"
265759816,Boundary Street,40.4282209,-79.9492515,40.427734,-79.9491015,-0.0767754149170173,0.0767754149170173,55.61,"LINESTRING (-79.9492515 40.4282209, -79.9491881 40.4280128, -79.9491196 40.4277924, -79.9491098 40.4277606, -79.9491015 40.427734)"
11652993,"['Pinecastle Avenue', 'Georgette Street']",40.3812488,-80.0022459,40.3823999,-79.9990218,-0.5929670996620163,0.5929670996620163,301.596,"LINESTRING (-80.0022459 40.3812488, -80.0019328 40.380872, -80.0017261 40.3809455, -80.0007807 40.3814314, -79.9990218 40.3823999)"
625462692,Breining Street,40.3883752,-80.0059114,40.3883953,-80.0064696,0.4322085804333049,0.4322085804333049,47.329,"LINESTRING (-80.0059114 40.3883752, -80.0064696 40.3883953)"
625462692,Breining Street,40.3883752,-80.0059114,40.3883662,-80.005589,-0.7404269950493929,0.7404269950493929,27.324,"LINESTRING (-80.0059114 40.3883752, -80.005589 40.3883662)"
652248744,"['Pawnee Street', 'Sioux Way']",40.4376336,-80.0190891,40.4365246,-80.0199137,0.6512389660562297,0.6512389660562297,141.694,"LINESTRING (-80.0190891 40.4376336, -80.0191524 40.4373279, -80.0192396 40.4369731, -80.0193563 40.4365278, -80.019433 40.4364684, -80.0199137 40.4365246)"
231026982,Seine Way,40.4411335,-79.9679696,40.4414484,-79.968159,1.8472040236774872,1.8472040236774872,38.51,"LINESTRING (-79.9679696 40.4411335, -79.9680212 40.4412095, -79.9680868 40.4413062, -79.968159 40.4414484)"
946801108,Allequippa Street,40.4411335,-79.9679696,40.4409497,-79.96821,-1.4744295439326232,1.4744295439326232,28.837,"LINESTRING (-79.9679696 40.4411335, -79.9680437 40.4410792, -79.96821 40.4409497)"
11832576,Keefe Street,40.3655155,-79.9099368,40.3647679,-79.9094754,-0.0474590267269598,0.0474590267269598,91.862,"LINESTRING (-79.9099368 40.3655155, -79.9094754 40.3647679)"
1197845330,"['De Ruad Street', 'Old Kirkpatrick Street']",40.4399141,-79.9744724,40.4386466,-79.9766869,-1.5337032978062826,1.5337032978062826,234.494,"LINESTRING (-79.9744724 40.4399141, -79.9745252 40.439595, -79.9746902 40.4388296, -79.9747093 40.4387725, -79.9750678 40.4384785, -79.975435 40.4385173, -79.9763936 40.438581, -79.9766869 40.4386466)"
849975380,,40.4377418,-79.9484735,40.4380628,-79.9488724,1.915131723210522,1.915131723210522,49.13,"LINESTRING (-79.9484735 40.4377418, -79.9484422 40.4377662, -79.9483993 40.4378221, -79.9484332 40.4378901, -79.9486048 40.4379713, -79.9488129 40.4380657, -79.9488724 40.4380628)"
885841273,Frew Street Extension,40.4377418,-79.9484735,40.4380628,-79.9488724,1.915131723210522,1.915131723210522,49.13,"LINESTRING (-79.9484735 40.4377418, -79.9485432 40.4377396, -79.9486151 40.4377612, -79.9487303 40.4378306, -79.9487912 40.4378662, -79.948848 40.4379092, -79.9488672 40.437964, -79.9488774 40.4380181, -79.9488724 40.4380628)"
